,GAME_ID,QTR_HOME_FG,QTR_HOME_FG_MISSES,QTR_HOME_FG_PCT,QTR_HOME_REBOUNDS,QTR_VISITING_FG,QTR_VISITING_FG_PCT,QTR_VISITING_MISSES,QTR_VISITING_REBOUNDS
0,21500001,11,13,0.458333333333,13,10,0.5,10,9
1,21500002,7,13,0.35,10,7,0.304347826087,16,15
2,21500003,15,11,0.576923076923,11,11,0.611111111111,7,6
3,21500004,11,10,0.52380952381,10,11,0.5,11,11
4,21500005,7,15,0.318181818182,10,11,0.458333333333,13,15
5,21500006,7,12,0.368421052632,7,13,0.541666666667,11,14
6,21500007,5,15,0.25,13,7,0.35,13,13
7,21500008,7,9,0.4375,10,11,0.5,11,9
8,21500009,6,12,0.333333333333,10,10,0.47619047619,11,10
9,21500010,5,17,0.227272727273,7,10,0.588235294118,7,15
10,21500011,4,17,0.190476190476,10,10,0.5,10,15
11,21500012,8,16,0.333333333333,15,7,0.35,13,11
12,21500013,11,12,0.478260869565,12,10,0.454545454545,12,9
13,21500014,7,11,0.388888888889,12,5,0.3125,11,10
14,21500015,10,10,0.5,15,6,0.285714285714,15,9
15,21500016,7,11,0.388888888889,10,10,0.555555555556,8,11
16,21500017,8,14,0.363636363636,15,7,0.318181818182,15,9
17,21500018,4,15,0.210526315789,10,11,0.55,9,13
18,21500019,7,14,0.333333333333,11,12,0.545454545455,10,11
19,21500020,7,10,0.411764705882,13,6,0.285714285714,15,10
20,21500021,10,13,0.434782608696,14,9,0.473684210526,10,10
21,21500022,15,6,0.714285714286,5,11,0.5,11,10
22,21500023,6,8,0.428571428571,7,6,0.352941176471,11,9
23,21500024,7,13,0.35,9,6,0.315789473684,13,15
24,21500025,7,16,0.304347826087,12,8,0.380952380952,13,15
25,21500026,9,11,0.45,12,9,0.391304347826,14,13
26,21500027,11,7,0.611111111111,13,5,0.277777777778,13,7
27,21500028,9,16,0.36,14,12,0.5,12,13
28,21500029,8,15,0.347826086957,11,8,0.444444444444,10,12
29,21500030,7,9,0.4375,12,6,0.352941176471,11,6
30,21500031,14,7,0.666666666667,15,6,0.333333333333,12,5
31,21500032,10,8,0.555555555556,13,9,0.391304347826,14,11
32,21500033,9,7,0.5625,7,10,0.434782608696,13,12
33,21500034,9,12,0.428571428571,11,8,0.444444444444,10,8
34,21500035,9,14,0.391304347826,8,9,0.642857142857,5,8
35,21500036,9,8,0.529411764706,6,9,0.642857142857,5,7
36,21500037,8,12,0.4,13,10,0.416666666667,14,12
37,21500038,9,7,0.5625,8,10,0.434782608696,13,13
38,21500039,7,15,0.318181818182,13,14,0.518518518519,13,11
39,21500040,6,17,0.260869565217,10,10,0.5,10,12
40,21500041,8,13,0.380952380952,12,12,0.571428571429,9,7
41,21500042,8,13,0.380952380952,11,6,0.352941176471,11,9
42,21500043,12,9,0.571428571429,11,11,0.44,14,8
43,21500044,11,9,0.55,14,8,0.380952380952,13,5
44,21500045,5,11,0.3125,13,10,0.434782608696,13,10
45,21500046,11,8,0.578947368421,9,7,0.368421052632,12,9
46,21500047,12,8,0.6,8,12,0.6,8,8
47,21500048,8,15,0.347826086957,15,7,0.333333333333,14,15
48,21500049,9,17,0.346153846154,12,9,0.473684210526,10,15
49,21500050,12,6,0.666666666667,8,6,0.352941176471,11,8
50,21500051,7,12,0.368421052632,13,9,0.36,16,12
51,21500052,10,16,0.384615384615,14,9,0.391304347826,14,14
52,21500053,14,7,0.666666666667,13,9,0.409090909091,13,7
53,21500054,13,12,0.52,13,10,0.5,10,5
54,21500055,9,9,0.5,10,9,0.391304347826,14,12
55,21500056,7,13,0.35,7,12,0.5,12,15
56,21500057,5,10,0.333333333333,11,11,0.5,11,12
57,21500058,9,7,0.5625,9,12,0.5,12,10
58,21500059,9,8,0.529411764706,9,10,0.47619047619,11,9
59,21500060,9,15,0.375,17,6,0.3,14,12
60,21500061,7,10,0.411764705882,10,9,0.428571428571,12,12
61,21500062,8,12,0.4,8,7,0.35,13,12
62,21500063,8,15,0.347826086957,7,13,0.590909090909,9,14
63,21500064,12,10,0.545454545455,11,15,0.681818181818,7,8
64,21500065,10,10,0.5,12,8,0.421052631579,11,9
65,21500066,11,9,0.55,13,5,0.217391304348,18,10
66,21500067,12,10,0.545454545455,13,8,0.380952380952,13,9
67,21500068,12,16,0.428571428571,7,13,0.65,7,11
68,21500069,6,14,0.3,9,9,0.5,9,10
69,21500070,8,15,0.347826086957,14,11,0.52380952381,10,10
70,21500071,6,18,0.25,10,9,0.473684210526,10,17
71,21500072,6,9,0.4,9,15,0.555555555556,12,12
72,21500073,9,8,0.529411764706,13,6,0.285714285714,15,8
73,21500074,9,14,0.391304347826,14,9,0.45,11,13
74,21500075,5,11,0.3125,9,3,0.214285714286,11,8
75,21500076,16,9,0.64,13,11,0.52380952381,10,10
76,21500077,9,12,0.428571428571,16,3,0.176470588235,14,7
77,21500078,10,10,0.5,12,7,0.466666666667,8,7
78,21500079,8,13,0.380952380952,7,14,0.666666666667,7,8
79,21500080,7,15,0.318181818182,9,11,0.578947368421,8,12
80,21500081,12,11,0.521739130435,7,8,0.470588235294,9,12
81,21500082,6,16,0.272727272727,13,8,0.4,12,12
82,21500083,15,11,0.576923076923,14,8,0.444444444444,10,5
83,21500084,6,15,0.285714285714,13,7,0.5,7,11
84,21500085,9,9,0.5,8,12,0.5,12,12
85,21500086,9,18,0.333333333333,10,9,0.473684210526,10,13
86,21500087,8,14,0.363636363636,11,11,0.478260869565,12,13
87,21500088,9,13,0.409090909091,12,9,0.409090909091,13,12
88,21500089,6,12,0.333333333333,10,7,0.388888888889,11,14
89,21500090,11,6,0.647058823529,9,7,0.368421052632,12,10
90,21500091,9,12,0.428571428571,11,9,0.409090909091,13,11
91,21500092,5,14,0.263157894737,13,5,0.227272727273,17,12
92,21500093,12,10,0.545454545455,10,9,0.409090909091,13,12
93,21500094,7,12,0.368421052632,13,7,0.333333333333,14,14
94,21500095,9,13,0.409090909091,11,7,0.466666666667,8,6
95,21500096,8,13,0.380952380952,11,11,0.5,11,10
96,21500097,12,8,0.6,13,6,0.3,14,7
97,21500098,13,9,0.590909090909,13,11,0.379310344828,18,15
98,21500099,7,11,0.388888888889,11,9,0.409090909091,13,10
99,21500100,7,14,0.333333333333,10,11,0.5,11,14
100,21500101,10,12,0.454545454545,7,15,0.625,9,11
101,21500102,9,8,0.529411764706,10,10,0.5,10,8
102,21500103,11,13,0.458333333333,15,9,0.375,15,9
103,21500104,9,10,0.473684210526,12,6,0.315789473684,13,8
104,21500105,4,9,0.307692307692,8,12,0.461538461538,14,9
105,21500106,12,8,0.6,11,8,0.333333333333,16,10
106,21500107,8,18,0.307692307692,8,12,0.571428571429,9,17
107,21500108,12,13,0.48,15,9,0.5,9,7
108,21500109,6,10,0.375,10,9,0.346153846154,17,14
109,21500110,12,11,0.521739130435,12,10,0.47619047619,11,8
110,21500111,12,8,0.6,15,5,0.3125,11,5
111,21500112,11,12,0.478260869565,12,6,0.315789473684,13,11
112,21500113,6,16,0.272727272727,9,12,0.545454545455,10,18
113,21500114,10,15,0.4,14,11,0.5,11,13
114,21500115,12,10,0.545454545455,11,6,0.352941176471,11,9
115,21500116,7,8,0.466666666667,9,10,0.5,10,6
116,21500117,9,9,0.5,9,9,0.375,15,14
117,21500118,7,9,0.4375,7,11,0.578947368421,8,10
118,21500119,11,10,0.52380952381,8,7,0.318181818182,15,15
119,21500120,5,14,0.263157894737,10,9,0.428571428571,12,14
120,21500121,13,14,0.481481481481,9,15,0.681818181818,7,10
121,21500122,12,8,0.6,12,7,0.368421052632,12,10
122,21500123,13,13,0.5,11,14,0.518518518519,13,14
123,21500124,10,12,0.454545454545,12,5,0.357142857143,9,9
124,21500125,12,12,0.5,10,15,0.6,10,9
125,21500126,9,12,0.428571428571,12,8,0.380952380952,13,13
126,21500127,12,13,0.48,9,13,0.5,13,14
127,21500128,11,9,0.55,11,6,0.4,9,4
128,21500129,7,17,0.291666666667,16,9,0.5,9,9
129,21500130,7,10,0.411764705882,9,11,0.52380952381,10,9
130,21500131,6,14,0.3,13,8,0.444444444444,10,8
131,21500132,9,14,0.391304347826,16,9,0.391304347826,14,10
132,21500133,9,13,0.409090909091,4,10,0.5,10,13
133,21500134,10,14,0.416666666667,9,11,0.52380952381,10,10
134,21500135,10,13,0.434782608696,12,9,0.428571428571,12,10
135,21500136,9,10,0.473684210526,9,5,0.3125,11,10
136,21500137,5,19,0.208333333333,13,9,0.5625,7,11
137,21500138,8,10,0.444444444444,11,11,0.5,11,11
138,21500139,11,11,0.5,10,12,0.6,8,10
139,21500140,6,13,0.315789473684,8,11,0.55,9,14
140,21500141,9,16,0.36,12,5,0.416666666667,7,10
141,21500142,7,14,0.333333333333,20,4,0.190476190476,17,9
142,21500143,10,11,0.47619047619,13,3,0.157894736842,16,13
143,21500144,7,16,0.304347826087,7,18,0.666666666667,9,16
144,21500145,6,17,0.260869565217,12,8,0.5,8,9
145,21500146,11,14,0.44,10,8,0.533333333333,7,9
146,21500147,17,9,0.653846153846,7,11,0.478260869565,12,9
147,21500148,8,15,0.347826086957,8,12,0.631578947368,7,14
148,21500149,9,12,0.428571428571,9,10,0.47619047619,11,12
149,21500150,7,8,0.466666666667,12,5,0.238095238095,16,10
150,21500151,7,10,0.411764705882,15,8,0.32,17,11
151,21500152,5,10,0.333333333333,12,8,0.4,12,11
152,21500153,12,12,0.5,13,7,0.35,13,9
153,21500154,7,14,0.333333333333,13,8,0.421052631579,11,10
154,21500155,8,9,0.470588235294,9,9,0.5,9,8
155,21500156,6,17,0.260869565217,15,5,0.277777777778,13,10
156,21500157,8,15,0.347826086957,13,8,0.5,8,8
157,21500158,9,10,0.473684210526,7,11,0.5,11,12
158,21500159,7,13,0.35,8,10,0.526315789474,9,12
159,21500160,11,10,0.52380952381,8,13,0.565217391304,10,11
160,21500161,9,9,0.5,11,5,0.238095238095,16,11
161,21500162,10,14,0.416666666667,17,8,0.380952380952,13,10
162,21500163,11,15,0.423076923077,11,14,0.518518518519,13,15
163,21500164,10,10,0.5,10,8,0.4,12,8
164,21500165,13,11,0.541666666667,9,10,0.588235294118,7,5
165,21500166,8,15,0.347826086957,9,10,0.555555555556,8,16
166,21500167,7,11,0.388888888889,12,10,0.416666666667,14,10
167,21500168,12,10,0.545454545455,14,5,0.277777777778,13,8
168,21500169,9,12,0.428571428571,9,11,0.578947368421,8,11
169,21500170,7,11,0.388888888889,8,7,0.4375,9,11
170,21500171,6,15,0.285714285714,9,12,0.521739130435,11,12
171,21500172,9,10,0.473684210526,13,8,0.32,17,12
172,21500173,13,11,0.541666666667,13,9,0.391304347826,14,11
173,21500174,8,16,0.333333333333,8,13,0.722222222222,5,12
174,21500175,8,12,0.4,8,9,0.529411764706,8,8
175,21500176,11,11,0.5,10,11,0.52380952381,10,8
176,21500177,15,6,0.714285714286,12,8,0.444444444444,10,8
177,21500178,14,8,0.636363636364,12,8,0.347826086957,15,11
178,21500179,12,15,0.444444444444,14,9,0.409090909091,13,14
179,21500180,8,13,0.380952380952,14,6,0.333333333333,12,10
180,21500181,8,9,0.470588235294,11,10,0.454545454545,12,10
181,21500182,5,10,0.333333333333,11,7,0.368421052632,12,11
182,21500183,9,15,0.375,11,9,0.428571428571,12,11
183,21500184,7,12,0.368421052632,7,8,0.4,12,12
184,21500185,12,13,0.48,14,7,0.411764705882,10,7
185,21500186,8,13,0.380952380952,13,8,0.380952380952,13,11
186,21500187,11,12,0.478260869565,14,13,0.52,12,10
187,21500188,11,10,0.52380952381,13,10,0.434782608696,13,8
188,21500189,9,12,0.428571428571,10,9,0.473684210526,10,11
189,21500190,9,13,0.409090909091,11,7,0.411764705882,10,12
190,21500191,9,13,0.409090909091,15,8,0.363636363636,14,11
191,21500192,11,13,0.458333333333,10,15,0.576923076923,11,13
192,21500193,6,11,0.352941176471,12,7,0.388888888889,11,11
193,21500194,12,11,0.521739130435,9,8,0.444444444444,10,8
194,21500195,11,12,0.478260869565,15,8,0.363636363636,14,10
195,21500196,9,9,0.5,9,12,0.5,12,11
196,21500197,10,12,0.454545454545,15,7,0.318181818182,15,9
197,21500198,9,9,0.5,14,9,0.333333333333,18,11
198,21500199,13,14,0.481481481481,11,10,0.625,6,8
199,21500200,7,10,0.411764705882,8,13,0.565217391304,10,10
200,21500201,7,13,0.35,12,14,0.5,14,13
201,21500202,11,9,0.55,10,11,0.52380952381,10,9
202,21500203,11,11,0.5,12,11,0.52380952381,10,8
203,21500204,10,12,0.454545454545,12,8,0.363636363636,14,12
204,21500205,11,11,0.5,9,10,0.526315789474,9,10
205,21500206,8,12,0.4,10,8,0.444444444444,10,10
206,21500207,8,10,0.444444444444,11,6,0.375,10,10
207,21500208,6,10,0.375,10,8,0.444444444444,10,10
208,21500209,12,13,0.48,10,12,0.631578947368,7,7
209,21500210,13,8,0.619047619048,10,9,0.409090909091,13,10
210,21500211,9,14,0.391304347826,8,7,0.411764705882,10,14
211,21500212,11,11,0.5,13,10,0.434782608696,13,10
212,21500213,5,14,0.263157894737,14,10,0.47619047619,11,8
213,21500214,11,16,0.407407407407,17,5,0.227272727273,17,12
214,21500215,13,11,0.541666666667,11,9,0.36,16,15
215,21500216,6,15,0.285714285714,13,6,0.315789473684,13,14
216,21500217,9,14,0.391304347826,14,10,0.454545454545,12,11
217,21500218,9,16,0.36,12,9,0.45,11,11
218,21500219,8,14,0.363636363636,10,11,0.458333333333,13,14
219,21500220,9,13,0.409090909091,9,10,0.5,10,12
220,21500221,13,13,0.5,9,16,0.761904761905,5,8
221,21500222,9,9,0.5,8,8,0.421052631579,11,15
222,21500223,10,9,0.526315789474,12,11,0.392857142857,17,14
223,21500224,10,13,0.434782608696,14,7,0.333333333333,14,13
224,21500225,13,9,0.590909090909,12,8,0.533333333333,7,8
225,21500226,12,9,0.571428571429,7,10,0.47619047619,11,12
226,21500227,5,13,0.277777777778,13,7,0.35,13,13
227,21500228,8,16,0.333333333333,12,10,0.5,10,14
228,21500229,10,14,0.416666666667,15,3,0.1875,13,7
229,21500230,8,10,0.444444444444,9,7,0.411764705882,10,11
230,21500231,13,14,0.481481481481,13,7,0.368421052632,12,11
231,21500232,13,8,0.619047619048,10,7,0.388888888889,11,7
232,21500233,11,7,0.611111111111,10,9,0.45,11,7
233,21500234,8,9,0.470588235294,16,8,0.380952380952,13,7
234,21500235,6,13,0.315789473684,10,6,0.315789473684,13,12
235,21500236,10,10,0.5,7,12,0.666666666667,6,10
236,21500237,9,14,0.391304347826,9,11,0.578947368421,8,13
237,21500238,12,15,0.444444444444,13,8,0.380952380952,13,13
238,21500239,8,16,0.333333333333,11,5,0.294117647059,12,15
239,21500240,7,15,0.318181818182,11,11,0.44,14,13
240,21500241,7,12,0.368421052632,5,11,0.578947368421,8,14
241,21500242,7,13,0.35,11,8,0.421052631579,11,11
242,21500243,9,16,0.36,16,4,0.25,12,9
243,21500244,12,8,0.6,11,10,0.434782608696,13,6
244,21500245,8,8,0.5,9,11,0.44,14,11
245,21500246,7,10,0.411764705882,8,11,0.52380952381,10,9
246,21500247,8,7,0.533333333333,13,7,0.28,18,12
247,21500248,5,12,0.294117647059,12,6,0.25,18,15
248,21500249,10,14,0.416666666667,14,9,0.428571428571,12,10
249,21500250,4,14,0.222222222222,14,8,0.307692307692,18,17
250,21500251,7,10,0.411764705882,15,4,0.210526315789,15,9
251,21500252,9,8,0.529411764706,12,9,0.391304347826,14,12
252,21500253,2,18,0.1,12,11,0.478260869565,12,13
253,21500254,11,11,0.5,10,9,0.409090909091,13,13
254,21500255,9,12,0.428571428571,9,14,0.636363636364,8,10
255,21500256,11,10,0.52380952381,16,7,0.35,13,8
256,21500257,7,13,0.35,11,11,0.44,14,14
257,21500258,10,8,0.555555555556,5,8,0.470588235294,9,11
258,21500259,6,11,0.352941176471,9,9,0.409090909091,13,12
259,21500260,10,14,0.416666666667,10,10,0.588235294118,7,10
260,21500261,11,11,0.5,15,6,0.315789473684,13,6
261,21500262,9,13,0.409090909091,13,11,0.5,11,7
262,21500263,10,12,0.454545454545,10,12,0.5,12,11
263,21500264,11,10,0.52380952381,14,9,0.45,11,6
264,21500265,4,16,0.2,16,7,0.388888888889,11,13
265,21500266,14,7,0.666666666667,7,9,0.45,11,7
266,21500267,6,16,0.272727272727,10,8,0.444444444444,10,14
267,21500268,7,17,0.291666666667,11,12,0.5,12,16
268,21500269,10,10,0.5,8,14,0.518518518519,13,12
269,21500270,7,9,0.4375,16,5,0.25,15,9
270,21500271,11,11,0.5,14,7,0.318181818182,15,7
271,21500272,7,15,0.318181818182,14,7,0.35,13,11
272,21500273,11,15,0.423076923077,14,10,0.416666666667,14,12
273,21500274,7,15,0.318181818182,8,12,0.571428571429,9,15
274,21500275,9,11,0.45,12,5,0.277777777778,13,9
275,21500276,11,10,0.52380952381,9,10,0.47619047619,11,8
276,21500277,8,7,0.533333333333,7,7,0.466666666667,8,10
277,21500278,10,15,0.4,10,14,0.538461538462,12,13
278,21500279,10,8,0.555555555556,11,12,0.48,13,9
279,21500280,7,9,0.4375,9,8,0.347826086957,15,13
280,21500281,12,12,0.5,11,13,0.590909090909,9,10
281,21500282,7,16,0.304347826087,15,10,0.47619047619,11,11
282,21500283,13,9,0.590909090909,16,9,0.409090909091,13,7
283,21500284,7,17,0.291666666667,12,11,0.578947368421,8,11
284,21500285,8,14,0.363636363636,16,7,0.318181818182,15,14
285,21500286,10,15,0.4,14,7,0.304347826087,16,14
286,21500287,11,11,0.5,12,9,0.45,11,9
287,21500288,7,12,0.368421052632,8,9,0.529411764706,8,11
288,21500289,9,6,0.6,11,10,0.5,10,8
289,21500290,7,16,0.304347826087,12,12,0.545454545455,10,15
290,21500291,13,6,0.684210526316,8,10,0.47619047619,11,7
291,21500292,9,15,0.375,12,11,0.478260869565,12,12
292,21500293,10,12,0.454545454545,13,6,0.352941176471,11,9
293,21500294,11,9,0.55,10,9,0.473684210526,10,9
294,21500295,11,15,0.423076923077,14,7,0.411764705882,10,8
295,21500296,13,12,0.52,14,11,0.5,11,10
296,21500297,7,10,0.411764705882,15,5,0.25,15,7
297,21500298,8,12,0.4,12,11,0.5,11,13
298,21500299,8,12,0.4,14,7,0.28,18,13
299,21500300,4,15,0.210526315789,10,9,0.642857142857,5,11
300,21500301,9,15,0.375,13,5,0.3125,11,9
301,21500302,10,12,0.454545454545,8,8,0.5,8,10
302,21500303,11,11,0.5,12,11,0.52380952381,10,10
303,21500304,7,10,0.411764705882,9,5,0.3125,11,11
304,21500305,6,13,0.315789473684,9,12,0.6,8,12
305,21500306,7,8,0.466666666667,8,11,0.5,11,13
306,21500307,13,13,0.5,10,13,0.590909090909,9,11
307,21500308,9,13,0.409090909091,12,7,0.368421052632,12,12
308,21500309,12,11,0.521739130435,8,10,0.555555555556,8,11
309,21500310,12,10,0.545454545455,12,6,0.3,14,10
310,21500311,7,11,0.388888888889,10,11,0.478260869565,12,11
311,21500312,9,13,0.409090909091,11,7,0.411764705882,10,10
312,21500313,9,14,0.391304347826,8,15,0.625,9,13
313,21500314,9,14,0.391304347826,9,15,0.625,9,13
314,21500315,14,10,0.583333333333,14,9,0.409090909091,13,9
315,21500316,6,13,0.315789473684,7,7,0.411764705882,10,13
316,21500317,9,9,0.5,10,10,0.47619047619,11,9
317,21500318,13,7,0.65,10,8,0.363636363636,14,11
318,21500319,11,15,0.423076923077,11,11,0.5,11,11
319,21500320,12,13,0.48,9,7,0.333333333333,14,13
320,21500321,7,17,0.291666666667,11,12,0.6,8,13
321,21500322,10,15,0.4,12,14,0.538461538462,12,13
322,21500323,10,11,0.47619047619,10,9,0.5,9,8
323,21500324,9,13,0.409090909091,9,8,0.4,12,15
324,21500325,15,9,0.625,7,13,0.684210526316,6,9
325,21500326,8,10,0.444444444444,11,10,0.454545454545,12,7
326,21500327,10,14,0.416666666667,16,5,0.238095238095,16,12
327,21500328,8,12,0.4,9,11,0.458333333333,13,12
328,21500329,9,10,0.473684210526,16,5,0.227272727273,17,10
329,21500330,11,15,0.423076923077,12,11,0.407407407407,16,17
330,21500331,13,8,0.619047619048,11,11,0.611111111111,7,5
331,21500332,11,12,0.478260869565,12,5,0.263157894737,14,15
332,21500333,6,15,0.285714285714,11,9,0.428571428571,12,13
333,21500334,8,10,0.444444444444,10,9,0.473684210526,10,8
334,21500335,4,10,0.285714285714,5,14,0.56,11,11
335,21500336,10,10,0.5,14,8,0.307692307692,18,13
336,21500337,10,9,0.526315789474,13,8,0.347826086957,15,10
337,21500338,10,3,0.769230769231,8,11,0.52380952381,10,3
338,21500339,14,13,0.518518518519,15,11,0.478260869565,12,7
339,21500340,5,11,0.3125,9,10,0.5,10,13
340,21500341,5,15,0.25,10,9,0.409090909091,13,16
341,21500342,14,13,0.518518518519,16,12,0.48,13,9
342,21500343,12,15,0.444444444444,9,14,0.56,11,14
343,21500344,10,12,0.454545454545,10,13,0.541666666667,11,12
344,21500345,7,14,0.333333333333,14,7,0.259259259259,20,13
345,21500346,11,12,0.478260869565,8,14,0.636363636364,8,9
346,21500347,5,14,0.263157894737,9,9,0.409090909091,13,15
347,21500348,7,13,0.35,12,14,0.56,11,12
348,21500349,12,13,0.48,12,9,0.5,9,10
349,21500350,10,14,0.416666666667,9,11,0.611111111111,7,11
350,21500351,13,13,0.5,14,9,0.36,16,12
351,21500352,11,11,0.5,13,9,0.5,9,5
352,21500353,6,10,0.375,10,6,0.375,10,9
353,21500354,10,13,0.434782608696,9,13,0.541666666667,11,12
354,21500355,9,6,0.6,9,9,0.428571428571,12,9
355,21500356,7,11,0.388888888889,6,13,0.464285714286,15,14
356,21500357,13,13,0.5,13,8,0.4,12,10
357,21500358,10,12,0.454545454545,10,10,0.625,6,10
358,21500359,9,12,0.428571428571,13,12,0.461538461538,14,9
359,21500360,7,15,0.318181818182,8,9,0.409090909091,13,16
360,21500361,9,10,0.473684210526,13,7,0.304347826087,16,11
361,21500362,10,11,0.47619047619,11,9,0.391304347826,14,13
362,21500363,7,10,0.411764705882,12,9,0.391304347826,14,11
363,21500364,12,8,0.6,15,6,0.315789473684,13,5
364,21500365,15,7,0.681818181818,14,9,0.409090909091,13,4
365,21500366,8,12,0.4,10,13,0.684210526316,6,10
366,21500367,11,16,0.407407407407,10,9,0.428571428571,12,12
367,21500368,8,10,0.444444444444,9,9,0.473684210526,10,13
368,21500369,10,7,0.588235294118,8,9,0.409090909091,13,10
369,21500370,11,15,0.423076923077,14,11,0.458333333333,13,10
370,21500371,6,17,0.260869565217,10,6,0.315789473684,13,15
371,21500372,11,11,0.5,8,8,0.421052631579,11,13
372,21500373,14,13,0.518518518519,10,11,0.458333333333,13,13
373,21500374,8,12,0.4,8,10,0.434782608696,13,17
374,21500375,11,9,0.55,8,11,0.407407407407,16,15
375,21500376,9,8,0.529411764706,8,8,0.347826086957,15,11
376,21500377,12,7,0.631578947368,11,12,0.545454545455,10,8
377,21500378,11,9,0.55,11,8,0.444444444444,10,7
378,21500379,11,10,0.52380952381,9,11,0.578947368421,8,9
379,21500380,8,8,0.5,10,8,0.421052631579,11,8
380,21500381,9,14,0.391304347826,13,12,0.48,13,12
381,21500382,10,7,0.588235294118,10,10,0.384615384615,16,10
382,21500383,11,12,0.478260869565,13,7,0.318181818182,15,11
383,21500384,9,13,0.409090909091,10,9,0.5,9,8
384,21500385,8,15,0.347826086957,9,9,0.428571428571,12,17
385,21500386,8,12,0.4,15,7,0.28,18,15
386,21500387,12,12,0.5,9,9,0.5625,7,9
387,21500388,8,10,0.444444444444,8,10,0.555555555556,8,11
388,21500389,11,8,0.578947368421,12,8,0.363636363636,14,8
389,21500390,9,8,0.529411764706,10,9,0.409090909091,13,8
390,21500391,10,10,0.5,9,12,0.48,13,13
391,21500392,12,11,0.521739130435,11,11,0.5,11,9
392,21500393,11,13,0.458333333333,10,11,0.55,9,11
393,21500394,7,12,0.368421052632,12,7,0.4375,9,10
394,21500395,9,9,0.5,12,8,0.380952380952,13,10
395,21500396,12,12,0.5,16,6,0.285714285714,15,10
396,21500397,12,9,0.571428571429,9,11,0.578947368421,8,8
397,21500398,11,8,0.578947368421,14,7,0.368421052632,12,4
398,21500399,11,11,0.5,10,10,0.454545454545,12,13
399,21500400,11,13,0.458333333333,15,8,0.347826086957,15,12
400,21500401,11,8,0.578947368421,14,4,0.266666666667,11,2
401,21500402,9,12,0.428571428571,15,7,0.28,18,15
402,21500403,6,14,0.3,10,10,0.47619047619,11,13
403,21500404,8,9,0.470588235294,5,10,0.5,10,16
404,21500405,9,9,0.5,10,9,0.428571428571,12,10
405,21500406,10,8,0.555555555556,10,12,0.571428571429,9,7
406,21500407,12,8,0.6,5,11,0.611111111111,7,8
407,21500408,6,13,0.315789473684,8,15,0.652173913043,8,11
408,21500409,7,10,0.411764705882,8,13,0.65,7,9
409,21500410,10,8,0.555555555556,5,10,0.384615384615,16,13
410,21500411,10,9,0.526315789474,11,6,0.333333333333,12,9
411,21500412,12,13,0.48,13,13,0.52,12,8
412,21500413,8,10,0.444444444444,8,6,0.333333333333,12,14
